ID;score
256253;0.16
256254;0.2
256255;0.25
256256;0.17
256257;0.08
256258;0.52
256259;0.06
256260;0.52
256261;0.34
256262;0.06
256263;0.18
256264;0.16
256265;0.25
256266;0.36
256267;0.47
256268;0.48
256269;0.66
256270;0.23
256271;0.08
256272;0.66
256273;0.46
256274;0.37
256275;0.31
256276;0.7
256277;0.12
256278;0.24
256279;0.55
256280;0.23
256281;0.47
256282;0.33
256283;0.3
256284;0.1
256285;0.42
256286;0.52
256287;0.25
256288;0.37
256289;0.61
256290;0.05
256291;0.26
256292;0.21
256293;0.14
256294;0.19
256295;0.71
256296;0.57
256297;0.53
256298;0.32
256299;0.05
256300;0.57
256301;0.13
256302;0.13
256303;0.01
256304;0.27
256305;0.19
256306;0.08
256307;0.26
256308;0.4
256309;0.09
256310;0.12
256311;0.16
256312;0.46
256313;0.39
256314;0.35
256315;0.23
256316;0.02
256317;0.22
256318;0.03
256319;0.31
256320;0.06
256321;0.1
256322;0.14
256323;0.04
256324;0.27
256325;0.01
256326;0.1
256327;0.0
256328;0.11
256329;0.2
256330;0.01
256331;0.49
256332;0.28
256333;0.51
256334;0.33
256335;0.44
256336;0.35
256337;0.2
256338;0.34
256339;0.1
256340;0.22
256341;0.29
256342;0.4
256343;0.15
256344;0.54
256345;0.09
256346;0.65
256347;0.15
256348;0.31
256349;0.42
256350;0.16
256351;0.29
256352;0.01
256353;0.03
256354;0.22
256355;0.31
256356;0.03
256357;0.22
256358;0.34
256359;0.13
256360;0.14
256361;0.11
256362;0.33
256363;0.18
256364;0.22
256365;0.13
256366;0.09
256367;0.27
256368;0.04
256369;0.36
256370;0.05
256371;0.48
256372;0.14
256373;0.5
256374;0.07
256375;0.18
256376;0.06
256377;0.37
256378;0.21
256379;0.03
256380;0.07
256381;0.26
256382;0.14
256383;0.28
256384;0.09
256385;0.02
256386;0.09
256387;0.02
256388;0.42
256389;0.22
256390;0.25
256391;0.29
256392;0.26
256393;0.11
256394;0.1
256395;0.02
256396;0.09
256397;0.28
256398;0.49
256399;0.11
256400;0.07
256401;0.02
256402;0.32
256403;0.05
256404;0.48
256405;0.22
256406;0.0
256407;0.18
256408;0.55
256409;0.15
256410;0.79
256411;0.26
256412;0.28
256413;0.35
256414;0.08
256415;0.48
256416;0.75
256417;0.03
256418;0.57
256419;0.33
256420;0.0
256421;0.34
256422;0.47
256423;0.47
256424;0.22
256425;0.14
256426;0.19
256427;0.16
256428;0.34
256429;0.34
256430;0.05
256431;0.4
256432;0.16
256433;0.02
256434;0.28
256435;0.4
256436;0.34
256437;0.31
256438;0.5
256439;0.15
256440;0.23
256441;0.15
256442;0.33
256443;0.48
256444;0.1
256445;0.06
256446;0.64
256447;0.34
256448;0.46
256449;0.14
256450;0.05
256451;0.24
256452;0.31
256453;0.34
256454;0.34
256455;0.68
256456;0.21
256457;0.69
256458;0.57
256459;0.13
256460;0.11
256461;0.58
256462;0.07
256463;0.07
256464;0.14
256465;0.84
256466;0.34
256467;0.28
256468;0.18
256469;0.15
256470;0.07
256471;0.22
256472;0.18
256473;0.81
256474;0.15
256475;0.4
256476;0.47
256477;0.11
256478;0.21
256479;0.32
256480;0.67
256481;0.57
256482;0.08
256483;0.18
256484;0.13
256485;0.05
256486;0.34
256487;0.26
256488;0.24
256489;0.07
256490;0.29
256491;0.24
256492;0.27
256493;0.34
256494;0.01
256495;0.21
256496;0.23
256497;0.28
256498;0.11
256499;0.09
256500;0.57
256501;0.12
256502;0.29
256503;0.03
256504;0.11
256505;0.33
256506;0.05
256507;0.3
256508;0.43
256509;0.04
256510;0.48
256511;0.14
256512;0.38
256513;0.12
256514;0.28
256515;0.12
256516;0.1
256517;0.27
256518;0.02
256519;0.44
256520;0.27
256521;0.41
256522;0.22
256523;0.48
256524;0.72
256525;0.17
256526;0.58
256527;0.31
256528;0.15
256529;0.47
256530;0.29
256531;0.44
256532;0.38
256533;0.37
256534;0.84
256535;0.63
256536;0.48
256537;0.24
256538;0.35
256539;0.37
256540;0.12
256541;0.41
256542;0.56
256543;0.58
256544;0.59
256545;0.24
256546;0.24
256547;0.3
256548;0.26
256549;0.1
256550;0.18
256551;0.05
256552;0.05
256553;0.07
256554;0.23
256555;0.1
256556;0.07
256557;0.46
256558;0.29
256559;0.54
256560;0.21
256561;0.3
256562;0.19
256563;0.37
256564;0.54
256565;0.46
256566;0.02
256567;0.4
256568;0.06
256569;0.05
256570;0.47
256571;0.0
256572;0.13
256573;0.23
256574;0.62
256575;0.15
256576;0.6
256577;0.26
256578;0.11
256579;0.04
256580;0.56
256581;0.49
256582;0.35
256583;0.16
256584;0.53
256585;0.27
256586;0.26
256587;0.4
256588;0.14
256589;0.17
256590;0.38
256591;0.37
256592;0.34
256593;0.46
256594;0.13
256595;0.16
256596;0.16
256597;0.42
256598;0.04
256599;0.34
256600;0.03
256601;0.36
256602;0.15
256603;0.67
256604;0.31
256605;0.08
256606;0.08
256607;0.51
256608;0.1
256609;0.3
256610;0.0
256611;0.19
256612;0.19
256613;0.37
256614;0.49
256615;0.01
256616;0.13
256617;0.57
256618;0.53
256619;0.13
256620;0.22
256621;0.39
256622;0.07
256623;0.0
256624;0.06
256625;0.07
256626;0.18
256627;0.22
256628;0.22
256629;0.31
256630;0.02
256631;0.32
256632;0.01
256633;0.3
256634;0.36
256635;0.34
256636;0.57
256637;0.26
256638;0.48
256639;0.3
256640;0.56
256641;0.08
256642;0.75
256643;0.56
256644;0.38
256645;0.44
256646;0.09
256647;0.33
256648;0.42
256649;0.04
256650;0.33
256651;0.08
256652;0.28
256653;0.08
256654;0.37
256655;0.18
256656;0.29
256657;0.09
256658;0.04
256659;0.46
256660;0.19
256661;0.5
256662;0.24
256663;0.27
256664;0.07
256665;0.11
256666;0.22
256667;0.53
256668;0.03
256669;0.33
256670;0.02
256671;0.06
256672;0.41
256673;0.18
256674;0.41
256675;0.17
256676;0.09
256677;0.39
256678;0.4
256679;0.27
256680;0.63
256681;0.48
256682;0.05
256683;0.41
256684;0.35
256685;0.25
256686;0.03
256687;0.36
256688;0.01
256689;0.14
256690;0.13
256691;0.04
256692;0.29
256693;0.0
256694;0.04
256695;0.02
256696;0.43
256697;0.56
256698;0.26
256699;0.07
256700;0.22
256701;0.12
256702;0.17
256703;0.47
256704;0.23
256705;0.12
256706;0.08
256707;0.03
256708;0.41
256709;0.46
256710;0.48
256711;0.01
256712;0.74
256713;0.03
256714;0.09
256715;0.15
256716;0.12
256717;0.16
256718;0.42
256719;0.25
256720;0.25
256721;0.46
256722;0.14
256723;0.47
256724;0.4
256725;0.16
256726;0.59
256727;0.38
256728;0.45
256729;0.04
256730;0.09
256731;0.04
256732;0.5
256733;0.15
256734;0.3
256735;0.42
256736;0.28
256737;0.57
256738;0.23
256739;0.09
256740;0.42
256741;0.05
256742;0.12
256743;0.04
256744;0.24
256745;0.07
256746;0.28
256747;0.08
256748;0.28
256749;0.58
256750;0.29
256751;0.66
256752;0.01
256753;0.45
256754;0.38
256755;0.07
256756;0.53
256757;0.04
256758;0.3
256759;0.07
256760;0.35
256761;0.15
256762;0.31
256763;0.17
256764;0.14
256765;0.09
256766;0.08
256767;0.34
256768;0.04
256769;0.49
256770;0.1
256771;0.3
256772;0.2
256773;0.07
256774;0.56
256775;0.47
256776;0.19
256777;0.74
256778;0.51
256779;0.31
256780;0.27
256781;0.34
256782;0.01
256783;0.29
256784;0.25
256785;0.16
256786;0.35
256787;0.06
256788;0.49
256789;0.43
256790;0.61
256791;0.17
256792;0.59
256793;0.34
256794;0.48
256795;0.55
256796;0.37
256797;0.2
256798;0.42
256799;0.24
256800;0.16
256801;0.3
256802;0.05
256803;0.55
256804;0.04
256805;0.15
256806;0.26
256807;0.26
256808;0.55
256809;0.4
256810;0.43
256811;0.21
256812;0.43
256813;0.36
256814;0.18
256815;0.38
256816;0.06
256817;0.11
256818;0.04
256819;0.0
256820;0.62
256821;0.51
256822;0.05
256823;0.41
256824;0.57
256825;0.19
256826;0.55
256827;0.39
256828;0.05
256829;0.04
256830;0.02
256831;0.48
256832;0.37
256833;0.04
256834;0.04
256835;0.02
256836;0.1
256837;0.06
256838;0.09
256839;0.63
256840;0.43
256841;0.44
256842;0.12
256843;0.2
256844;0.65
256845;0.32
256846;0.05
256847;0.03
256848;0.39
256849;0.56
256850;0.21
256851;0.48
256852;0.08
256853;0.2
256854;0.25
256855;0.28
256856;0.69
256857;0.34
256858;0.35
256859;0.02
256860;0.36
256861;0.47
256862;0.18
256863;0.03
256864;0.16
256865;0.2
256866;0.17
256867;0.47
256868;0.45
256869;0.13
256870;0.55
256871;0.3
256872;0.47
256873;0.02
256874;0.12
256875;0.56
256876;0.29
256877;0.18
256878;0.28
256879;0.13
256880;0.5
256881;0.13
256882;0.1
256883;0.72
256884;0.05
256885;0.47
256886;0.42
256887;0.18
256888;0.16
256889;0.61
256890;0.39
256891;0.33
256892;0.29
256893;0.09
256894;0.2
256895;0.67
256896;0.25
256897;0.02
256898;0.21
256899;0.03
256900;0.3
256901;0.22
256902;0.19
256903;0.27
256904;0.03
256905;0.03
256906;0.51
256907;0.42
256908;0.19
256909;0.14
256910;0.19
256911;0.22
256912;0.26
256913;0.27
256914;0.18
256915;0.18
256916;0.13
256917;0.5
256918;0.27
256919;0.57
256920;0.24
256921;0.14
256922;0.01
256923;0.07
256924;0.5
256925;0.61
256926;0.4
256927;0.11
256928;0.34
256929;0.01
256930;0.06
256931;0.31
256932;0.55
256933;0.27
256934;0.07
256935;0.35
256936;0.49
256937;0.74
256938;0.22
256939;0.3
256940;0.44
256941;0.0
256942;0.41
256943;0.16
256944;0.37
256945;0.18
256946;0.31
256947;0.17
256948;0.6
256949;0.5
256950;0.08
256951;0.01
256952;0.01
256953;0.02
256954;0.39
256955;0.8
256956;0.37
256957;0.51
256958;0.14
256959;0.08
256960;0.53
256961;0.61
256962;0.05
256963;0.03
256964;0.18
256965;0.14
256966;0.68
256967;0.14
256968;0.53
256969;0.23
256970;0.3
256971;0.24
256972;0.19
256973;0.39
256974;0.06
256975;0.22
256976;0.77
256977;0.26
256978;0.15
256979;0.14
256980;0.21
256981;0.23
256982;0.47
256983;0.2
256984;0.12
256985;0.06
256986;0.02
256987;0.08
256988;0.05
256989;0.33
256990;0.53
256991;0.27
256992;0.02
256993;0.08
256994;0.65
256995;0.08
256996;0.11
256997;0.34
256998;0.15
256999;0.21
257000;0.32
257001;0.1
257002;0.54
257003;0.19
257004;0.42
257005;0.44
257006;0.41
257007;0.59
257008;0.42
257009;0.49
257010;0.43
257011;0.05
257012;0.06
257013;0.57
257014;0.32
257015;0.1
257016;0.03
257017;0.32
257018;0.01
257019;0.08
257020;0.13
257021;0.52
257022;0.13
257023;0.21
257024;0.41
257025;0.64
257026;0.4
257027;0.06
257028;0.67
257029;0.61
257030;0.66
257031;0.41
257032;0.02
257033;0.6
257034;0.49
257035;0.55
257036;0.6
257037;0.11
257038;0.37
257039;0.18
257040;0.67
257041;0.84
257042;0.05
257043;0.01
257044;0.56
257045;0.47
257046;0.56
257047;0.64
257048;0.32
257049;0.66
257050;0.02
257051;0.12
257052;0.1
257053;0.37
257054;0.01
257055;0.27
257056;0.31
257057;0.29
257058;0.17
257059;0.11
257060;0.01
257061;0.05
257062;0.03
257063;0.37
257064;0.07
257065;0.64
257066;0.16
257067;0.3
257068;0.09
257069;0.4
257070;0.43
257071;0.14
257072;0.23
257073;0.08
257074;0.0
257075;0.4
257076;0.09
257077;0.39
257078;0.05
257079;0.08
257080;0.39
257081;0.04
257082;0.68
257083;0.1
257084;0.18
257085;0.31
257086;0.18
257087;0.58
257088;0.32
257089;0.35
257090;0.38
257091;0.27
257092;0.29
257093;0.61
257094;0.38
257095;0.51
257096;0.62
257097;0.04
257098;0.27
257099;0.22
257100;0.02
257101;0.03
257102;0.24
257103;0.28
257104;0.32
257105;0.18
257106;0.28
257107;0.05
257108;0.2
257109;0.31
257110;0.12
257111;0.32
257112;0.03
257113;0.4
257114;0.06
257115;0.54
257116;0.48
257117;0.43
257118;0.15
257119;0.29
257120;0.39
257121;0.31
257122;0.0
257123;0.28
257124;0.14
257125;0.57
257126;0.32
257127;0.08
257128;0.17
257129;0.31
257130;0.03
257131;0.39
257132;0.18
257133;0.18
257134;0.14
257135;0.28
257136;0.4
257137;0.43
257138;0.54
257139;0.64
257140;0.1
257141;0.38
257142;0.07
257143;0.18
257144;0.26
257145;0.26
257146;0.1
257147;0.03
257148;0.06
257149;0.58
257150;0.35
257151;0.38
257152;0.35
257153;0.51
257154;0.44
257155;0.57
257156;0.09
257157;0.2
257158;0.02
257159;0.15
257160;0.56
257161;0.08
257162;0.45
257163;0.48
257164;0.52
257165;0.27
257166;0.16
257167;0.12
257168;0.08
257169;0.39
257170;0.3
257171;0.26
257172;0.26
257173;0.09
257174;0.34
257175;0.16
257176;0.26
257177;0.03
257178;0.09
257179;0.24
257180;0.34
257181;0.25
257182;0.34
257183;0.11
257184;0.0
257185;0.16
257186;0.1
257187;0.06
257188;0.44
257189;0.33
257190;0.22
257191;0.09
257192;0.3
257193;0.42
257194;0.04
257195;0.08
257196;0.05
257197;0.08
257198;0.04
257199;0.46
257200;0.34
257201;0.3
257202;0.48
257203;0.19
257204;0.31
257205;0.28
257206;0.1
257207;0.31
257208;0.09
257209;0.07
257210;0.04
257211;0.15
257212;0.17
257213;0.32
257214;0.18
257215;0.02
257216;0.18
257217;0.12
257218;0.05
257219;0.36
257220;0.14
257221;0.17
257222;0.57
257223;0.15
257224;0.14
257225;0.42
257226;0.01
257227;0.14
257228;0.02
257229;0.27
257230;0.57
257231;0.82
257232;0.04
257233;0.18
257234;0.09
257235;0.59
257236;0.2
257237;0.18
257238;0.47
257239;0.19
257240;0.18
257241;0.14
257242;0.45
257243;0.11
257244;0.25
257245;0.35
257246;0.2
257247;0.15
257248;0.36
257249;0.47
257250;0.34
257251;0.01
257252;0.1
257253;0.55
257254;0.07
257255;0.54
257256;0.25
257257;0.16
257258;0.19
257259;0.16
257260;0.29
257261;0.1
257262;0.43
257263;0.03
257264;0.27
257265;0.06
257266;0.03
257267;0.14
257268;0.24
257269;0.24
257270;0.08
257271;0.37
257272;0.32
257273;0.31
257274;0.06
257275;0.25
257276;0.22
257277;0.42
257278;0.03
257279;0.3
257280;0.18
257281;0.28
257282;0.45
257283;0.23
257284;0.26
257285;0.28
257286;0.13
257287;0.05
257288;0.05
257289;0.42
257290;0.45
257291;0.01
257292;0.39
257293;0.13
257294;0.34
257295;0.01
257296;0.24
257297;0.27
257298;0.03
257299;0.69
257300;0.17
257301;0.59
257302;0.04
257303;0.27
257304;0.08
257305;0.41
257306;0.54
257307;0.02
257308;0.02
257309;0.4
257310;0.19
257311;0.38
257312;0.52
257313;0.1
257314;0.53
257315;0.47
257316;0.08
257317;0.16
257318;0.41
257319;0.16
257320;0.63
257321;0.34
257322;0.72
257323;0.57
257324;0.28
257325;0.29
257326;0.48
257327;0.0
257328;0.75
257329;0.02
257330;0.68
257331;0.38
257332;0.12
257333;0.08
257334;0.37
257335;0.64
257336;0.49
257337;0.2
257338;0.05
257339;0.2
257340;0.27
257341;0.5
257342;0.14
257343;0.25
257344;0.28
257345;0.14
257346;0.03
257347;0.45
257348;0.59
257349;0.26
257350;0.01
257351;0.13
257352;0.31
257353;0.0
257354;0.3
257355;0.0
257356;0.19
257357;0.12
257358;0.6
257359;0.25
257360;0.12
257361;0.31
257362;0.1
257363;0.35
257364;0.19
257365;0.73
257366;0.32
257367;0.32
257368;0.38
257369;0.11
257370;0.0
257371;0.51
257372;0.46
257373;0.43
257374;0.19
257375;0.05
257376;0.26
257377;0.45
257378;0.17
257379;0.23
257380;0.85
257381;0.14
257382;0.17
257383;0.14
257384;0.27
257385;0.69
257386;0.26
257387;0.26
257388;0.26
257389;0.22
257390;0.3
257391;0.29
257392;0.2
257393;0.05
257394;0.11
257395;0.49
257396;0.59
257397;0.43
257398;0.15
257399;0.27
257400;0.54
257401;0.26
257402;0.6
257403;0.06
257404;0.47
257405;0.33
257406;0.06
257407;0.2
257408;0.39
257409;0.0
257410;0.4
257411;0.15
257412;0.16
257413;0.18
257414;0.75
257415;0.18
257416;0.08
257417;0.31
257418;0.16
257419;0.27
257420;0.01
257421;0.17
257422;0.43
257423;0.38
257424;0.13
257425;0.02
257426;0.55
257427;0.43
257428;0.49
257429;0.23
257430;0.07
257431;0.55
257432;0.22
257433;0.22
257434;0.13
257435;0.43
257436;0.33
257437;0.17
257438;0.02
257439;0.29
257440;0.07
257441;0.3
257442;0.01
257443;0.01
257444;0.09
257445;0.51
257446;0.31
257447;0.05
257448;0.12
257449;0.3
257450;0.4
257451;0.32
257452;0.44
257453;0.21
257454;0.19
257455;0.43
257456;0.47
257457;0.36
257458;0.47
257459;0.54
257460;0.73
257461;0.29
257462;0.06
257463;0.01
257464;0.47
257465;0.47
257466;0.07
257467;0.16
257468;0.25
257469;0.23
257470;0.34
257471;0.17
257472;0.25
257473;0.34
257474;0.02
257475;0.13
257476;0.76
257477;0.25
257478;0.21
257479;0.29
257480;0.01
257481;0.14
257482;0.09
257483;0.56
257484;0.3
257485;0.31
257486;0.27
257487;0.57
257488;0.03
257489;0.39
257490;0.49
257491;0.08
257492;0.19
257493;0.21
257494;0.04
257495;0.04
257496;0.31
257497;0.16
257498;0.09
257499;0.34
257500;0.14
257501;0.38
257502;0.6
257503;0.02
257504;0.62
257505;0.27
257506;0.55
257507;0.15
257508;0.22
257509;0.1
257510;0.88
257511;0.6
257512;0.67
257513;0.12
257514;0.35
257515;0.23
257516;0.4
257517;0.27
257518;0.23
257519;0.39
257520;0.33
257521;0.63
257522;0.0
257523;0.56
257524;0.38
257525;0.02
257526;0.21
257527;0.12
257528;0.19
257529;0.36
257530;0.09
257531;0.28
257532;0.06
257533;0.15
257534;0.35
257535;0.18
257536;0.31
257537;0.59
257538;0.02
257539;0.76
257540;0.0
257541;0.45
257542;0.57
257543;0.27
257544;0.15
257545;0.11
257546;0.37
257547;0.32
257548;0.28
257549;0.06
257550;0.49
257551;0.03
257552;0.56
257553;0.14
257554;0.57
257555;0.22
257556;0.03
257557;0.66
257558;0.4
257559;0.16
257560;0.2
257561;0.23
257562;0.18
257563;0.22
257564;0.82
257565;0.42
257566;0.14
257567;0.07
257568;0.1
257569;0.39
257570;0.12
257571;0.14
257572;0.64
257573;0.11
257574;0.07
257575;0.14
257576;0.01
257577;0.38
257578;0.4
257579;0.62
257580;0.4
257581;0.56
257582;0.13
257583;0.2
257584;0.35
257585;0.75
257586;0.15
257587;0.42
257588;0.08
257589;0.29
257590;0.36
257591;0.07
257592;0.46
257593;0.48
257594;0.09
257595;0.36
257596;0.64
257597;0.44
257598;0.15
257599;0.25
257600;0.39
257601;0.36
257602;0.03
257603;0.4
257604;0.07
257605;0.44
257606;0.52
257607;0.42
257608;0.26
257609;0.22
257610;0.59
257611;0.11
257612;0.61
257613;0.32
257614;0.15
257615;0.28
257616;0.07
257617;0.29
257618;0.5
257619;0.4
257620;0.1
257621;0.19
257622;0.03
257623;0.18
257624;0.39
257625;0.09
257626;0.29
257627;0.27
257628;0.13
257629;0.07
257630;0.04
257631;0.15
257632;0.22
257633;0.04
257634;0.4
257635;0.4
257636;0.49
257637;0.28
257638;0.18
257639;0.47
257640;0.01
257641;0.32
257642;0.14
257643;0.02
257644;0.39
257645;0.25
257646;0.35
257647;0.42
257648;0.28
257649;0.09
257650;0.16
257651;0.71
257652;0.06
257653;0.09
257654;0.01
257655;0.04
257656;0.23
257657;0.2
257658;0.47
257659;0.4
257660;0.54
257661;0.23
257662;0.3
257663;0.12
257664;0.19
257665;0.23
257666;0.69
257667;0.61
257668;0.63
257669;0.26
257670;0.13
257671;0.28
257672;0.02
257673;0.1
257674;0.44
257675;0.26
257676;0.3
257677;0.26
257678;0.31
257679;0.35
257680;0.26
257681;0.66
257682;0.12
257683;0.38
257684;0.58
257685;0.0
257686;0.39
257687;0.35
257688;0.26
257689;0.01
257690;0.38
257691;0.24
257692;0.34
257693;0.13
257694;0.45
257695;0.13
257696;0.03
257697;0.06
257698;0.18
257699;0.36
257700;0.15
257701;0.12
257702;0.05
257703;0.46
257704;0.3
257705;0.19
257706;0.15
257707;0.42
257708;0.01
257709;0.29
257710;0.43
257711;0.12
257712;0.34
257713;0.7
257714;0.03
257715;0.17
257716;0.18
257717;0.05
257718;0.24
257719;0.66
257720;0.13
257721;0.46
257722;0.19
257723;0.15
257724;0.32
257725;0.31
257726;0.5
257727;0.06
257728;0.48
257729;0.13
257730;0.57
257731;0.15
257732;0.14
257733;0.51
257734;0.16
257735;0.11
257736;0.24
257737;0.45
257738;0.27
257739;0.23
257740;0.28
257741;0.16
257742;0.47
257743;0.32
257744;0.53
257745;0.1
257746;0.08
257747;0.34
257748;0.17
257749;0.4
257750;0.37
257751;0.15
257752;0.08
257753;0.32
257754;0.45
257755;0.64
257756;0.07
257757;0.2
257758;0.09
257759;0.12
257760;0.53
257761;0.02
257762;0.39
257763;0.16
257764;0.56
257765;0.59
257766;0.53
257767;0.14
257768;0.42
257769;0.23
257770;0.22
257771;0.72
257772;0.04
257773;0.15
257774;0.15
257775;0.46
257776;0.07
257777;0.26
257778;0.35
257779;0.01
257780;0.08
257781;0.54
257782;0.26
257783;0.31
257784;0.18
257785;0.44
257786;0.34
257787;0.04
257788;0.5
257789;0.07
257790;0.23
257791;0.23
257792;0.19
257793;0.18
257794;0.45
257795;0.04
257796;0.23
257797;0.46
257798;0.09
257799;0.02
257800;0.05
257801;0.59
257802;0.45
257803;0.72
257804;0.15
257805;0.21
257806;0.17
257807;0.35
257808;0.12
257809;0.0
257810;0.78
257811;0.6
257812;0.18
257813;0.32
257814;0.51
257815;0.66
257816;0.41
257817;0.05
257818;0.0
